Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
1496,10791,40774,Not Specified,20,400.57,0.05,Regular Air,93.36,19.98,5.77,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,40776
1594,11495,40728,High,6,965.69,0,Delivery Truck,-144.198,146.34,43.75,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Jumbo Box,0.65,40729
1710,12289,40901,Low,25,3019.41,0.04,Regular Air,1269.05,120.97,7.11,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Medium Box,0.36,40905
1727,12419,40831,Critical,12,22079.47,0.06,Regular Air,5322.14,1938.02,13.99,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Medium Box,0.38,40833
1913,13702,40796,Low,6,209,0.08,Regular Air,12.32,35.44,7.5,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1906,Small Box,0.38,40800
1928,13795,40643,Not Specified,30,501.32,0.04,Regular Air,-119.0825,15.99,13.18,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,40646
1929,13795,40643,Not Specified,23,275.16,0.05,Express Air,43.35,11.34,5.01,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 188,Small Box,0.36,40646
1930,13795,40643,Not Specified,37,1302.99,0.02,Regular Air,545.49,35.44,5.09,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1932,Small Box,0.38,40644
1978,14116,40825,High,1,40.1,0.09,Regular Air,-16.0655,30.98,11.63,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Box,0.37,40827
1979,14116,40825,High,42,1414.05,0.09,Regular Air,161.483,34.54,14.72,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Box,0.37,40826
2114,15106,40570,Not Specified,42,283.58,0.03,Regular Air,-14.23,6.64,4.95,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,0.37,40572
2115,15106,40570,Not Specified,39,5403.37,0.06,Delivery Truck,948.79,145.45,17.85,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,40570
2116,15106,40570,Not Specified,35,82.15,0.03,Regular Air,-6.33,2.21,1.12,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Pens & Art Supplies,Newell 327,Wrap Bag,0.58,40572
2129,15205,40619,Critical,18,4605.36,0.02,Delivery Truck,678.26,243.98,43.32,Julia West,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,40621
2130,15205,40619,Critical,42,1753.51,0.02,Regular Air,155.72,39.98,9.2,Julia West,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,40620
2206,15907,40644,High,36,1837.44,0.01,Delivery Truck,-1414.41,48.58,54.11,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Jumbo Box,0.69,40646
2207,15907,40644,High,36,3722.29,0.04,Express Air,950.68,105.98,13.99,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Medium Box,0.65,40647
2208,15907,40644,High,4,28.05,0.09,Regular Air,-5.41,7.04,2.17,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Wrap Bag,0.38,40645
2383,17283,40800,Not Specified,4,5472.12,0.06,Delivery Truck,-2816.3379,1360.14,14.7,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Okidata ML395C Color Dot Matrix Printer,Jumbo Drum,0.59,40801
2489,18144,40701,Critical,48,207.08,0.09,Regular Air,-131.82,4.28,5.17,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1971,Small Box,0.4,40703
2490,18144,40701,Critical,8,234.28,0.09,Regular Air,-65.42,28.28,13.99,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Medium Box,0.58,40703
2491,18144,40701,Critical,41,1779.8915,0.09,Regular Air,-250.173,55.99,5,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory6,Small Pack,0.8,40703
2643,19138,40791,Low,30,387,0.01,Express Air,-31.45,12.28,6.13,Carlos Daly,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,40796
2782,20071,40803,Medium,31,789.94,0.1,Delivery Truck,-190.41,25.98,14.36,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,40805
2796,20160,40838,Low,42,435.24,0.08,Express Air,174.89,10.31,1.79,Chad Cunningham,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Wrap Bag,0.38,40840
3140,22532,40582,Critical,13,121.66,0.03,Regular Air,-11.799,8.85,5.6,Carlos Soltero,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.36,40582
3359,24038,40714,High,38,103.07,0.1,Regular Air,-0.95,2.78,1.34,Jack Lebron,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,40716
3418,24387,40765,Critical,23,1003.31,0.01,Regular Air,51.9,40.97,14.45,Bryan Mills,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,40766
3419,24387,40765,Critical,17,6048.18,0.04,Delivery Truck,1418.36,349.45,60,Bryan Mills,Northwest Territories,Northwest Territories,Small Business,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,,40765
3493,24871,40625,Medium,6,143.78,0.04,Regular Air,75.3,22.72,8.99,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,0.44,40626
3552,25318,40866,Critical,22,440.92,0.05,Express Air,-65.18,19.98,10.49,Julia West,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.49,40868
3688,26370,40763,Not Specified,12,270.23,0.08,Regular Air,52.02,22.84,5.47,Fred Wasserman,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Xerox 1929,Small Box,0.39,40765
3689,26370,40763,Not Specified,20,660.27,0.09,Express Air,63.83,34.76,5.49,Fred Wasserman,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Home/Office Personal File Carts,Small Box,0.6,40765
3716,26531,40714,Medium,26,4688.9485,0,Regular Air,1215.441,205.99,5.26,Michelle Lonsdale,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,i470,Small Box,0.56,40716
3821,27264,40698,Low,3,74.05,0.02,Regular Air,44.54,19.99,11.17,Henry Goldwyn,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,40700
3860,27553,40767,Medium,48,18235.47,0.03,Delivery Truck,1166.93,370.98,99,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,40769
3861,27553,40767,Medium,16,2631.107,0,Regular Air,297.108,179.99,13.99,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Medium Box,0.57,40769
3891,27778,40788,Critical,1,232.67,0.02,Regular Air,-105.1445,223.98,15.01,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL200 Manual Binding Machine,Small Box,0.38,40790
3892,27778,40788,Critical,34,4805.92,0.07,Delivery Truck,-393.96,140.98,36.09,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,40790
3929,28003,40621,Critical,31,157.79,0.09,Regular Air,-95.92,4.98,6.07,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1897,Small Box,0.36,40623
3936,28035,40671,Not Specified,19,376.21,0.03,Regular Air,89.556,18.99,5.23,Don Miller,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Poly Designer Cover & Back,Small Box,0.37,40673
4050,28870,40857,High,35,3310.9455,0.05,Regular Air,822.402,115.99,2.5,Cindy Schnelling,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,6160,Small Box,0.57,40860
4082,29095,40610,Not Specified,40,291.67,0.01,Regular Air,54.4595,6.75,2.99,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders,Small Box,0.35,40611
4164,29510,40648,Critical,22,6123.94,0.01,Delivery Truck,1292.44,260.98,41.91,Don Miller,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Jumbo Box,0.59,40650
4193,29795,40872,High,49,19325.2,0.05,Regular Air,8793.539,387.99,19.99,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,40873
4194,29795,40872,High,48,8380.22,0,Delivery Truck,813.83,160.98,35.02,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,Jumbo Box,0.72,40873
4305,30658,40628,Medium,35,17387.65,0.08,Regular Air,6907.613,499.99,24.49,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,40629
4306,30658,40628,Medium,44,6040.22,0.05,Regular Air,-942.5,138.14,35,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"SAFCO Commercial Wire Shelving, Black",Large Box,,40630
4372,31169,40703,Low,6,254.76,0.06,Regular Air,109.88,40.97,14.45,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,40707
4429,31558,40747,Low,12,3671.3,0.04,Regular Air,900.06,300.65,24.49,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Large Box,0.52,40752
4430,31558,40747,Low,42,1763.6,0.08,Regular Air,455.37,45.19,1.99,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,40747
4437,31618,40735,Critical,14,403.17,0.02,Regular Air,147.4495,28.53,1.49,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,40735
4607,32806,40715,Critical,8,178.78,0.02,Regular Air,-28.34,20.24,8.99,Julia West,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",Small Pack,0.46,40716
4687,33377,40755,High,20,100.4,0.06,Regular Air,11.94,5.18,2.04,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,40757
4688,33377,40755,High,19,327.15,0.04,Regular Air,47.3,17.24,3.26,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Fiskars 8"" Scissors, 2/Pack",Small Pack,0.56,40756
4746,33734,40833,Not Specified,13,371.94,0.05,Regular Air,106.53,29.14,4.86,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Wrap Bag,0.38,40834
4812,34215,40677,High,6,35.65,0.02,Regular Air,-5.9225,5.34,2.99,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,40678
4957,35266,40553,Not Specified,39,217.25,0.07,Regular Air,33.5,5.84,1.2,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,40553
4958,35266,40553,Not Specified,28,5993.74,0.07,Delivery Truck,-998.937,218.75,69.64,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,40555
5048,36001,40630,Low,45,1038.82,0.05,Regular Air,-78.361,22.38,15.1,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,40632
5049,36001,40630,Low,47,564.39,0.09,Regular Air,51.8245,12.95,4.98,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.4,40634
5075,36135,40693,Not Specified,33,999.226,0.02,Regular Air,381.168,35.99,3.3,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,Accessory9,Small Pack,0.39,40694
5569,39457,40696,Critical,40,4842.21,0.03,Delivery Truck,-1975.26,122.99,70.2,Julia West,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,40696
5598,39683,40765,High,31,615.58,0.04,Regular Air,168.0025,18.99,5.23,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Poly Designer Cover & Back,Small Box,0.37,40768
5599,39683,40765,High,41,8387.1,0.1,Regular Air,2113.95,218.08,18.06,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Lifetime Advantage™ Folding Chairs, 4/Carton",Large Box,0.57,40766
5600,39683,40765,High,6,126.02,0.09,Regular Air,66.97,20.24,6.67,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,40766
5601,39683,40765,High,30,68.14,0,Regular Air,6.37,2.18,0.78,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,40767
5805,41184,40808,High,7,120.03,0.02,Regular Air,-56.06,15.7,11.25,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.6,40810
5835,41409,40745,Not Specified,1,18.92,0,Regular Air,-18.2505,11.5,7.19,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4,40747
6105,43267,40679,Critical,17,1368.14,0.05,Express Air,171.26,76.72,19.95,Fred Wasserman,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,Large Box,0.54,40681
6446,45861,40780,Medium,39,680.8585,0.05,Regular Air,319.104,20.99,0.99,Allen Rosenblatt,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,Accessory21,Wrap Bag,0.37,40780
6603,46980,40560,Critical,34,216.3,0.01,Regular Air,103.16,6.3,0.5,Monica Federle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Avery 51,Small Box,0.39,40560
6669,47462,40703,High,43,154.18,0.08,Regular Air,-166.9225,3.58,5.47,Susan Vittorini,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,0.37,40705
6670,47462,40703,High,18,110.31,0.05,Regular Air,-1.22,5.85,2.27,Susan Vittorini,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,0.56,40705
6671,47462,40703,High,41,137.51,0.02,Regular Air,21.62,3.29,1.35,Susan Vittorini,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Rubber Bands,Acco® Hot Clips™ Clips to Go,Wrap Bag,0.4,40705
6754,48101,40798,High,4,108.87,0.05,Regular Air,-39.92,22.84,16.87,Fred Wasserman,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Xerox 1982,Small Box,0.39,40800
