Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
2209,15937,41219,Low,32,311.44,0.04,Regular Air,74.07,9.78,1.99,Monica Federle,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",Small Pack,0.43,41223
2210,15937,41219,Low,17,215.65,0.01,Express Air,77.38,12.22,2.85,Monica Federle,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,41228
2221,16039,41045,High,3,121.12,0.1,Regular Air,-118.82,43.98,1.99,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,0.44,41046
2246,16193,41008,Not Specified,8,300.2,0,Regular Air,6.41,34.76,8.22,Frank Price,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,41010
2247,16193,41008,Not Specified,29,1364.8025,0.07,Regular Air,-183.678,55.99,5,Frank Price,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,41010
2281,16423,41126,Medium,19,128.21,0.05,Regular Air,-55.13,6.48,6.57,Bryan Davis,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 20,Small Box,0.37,41128
2316,16706,41087,High,47,1943.72,0.03,Regular Air,-1003.58,41.47,34.2,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon Econocleat® Chair Mats for Low Pile Carpets,Wrap Bag,0.73,41088
2317,16706,41087,High,6,18.37,0.01,Regular Air,-4.06,2.78,1.2,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.58,41088
2318,16706,41087,High,49,6175.777,0.07,Express Air,1881.576,155.99,3.9,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,T39m,Small Box,0.55,41089
2487,18113,41149,Not Specified,27,3316.08,0.08,Delivery Truck,-514.32,130.98,30,Becky Castell,Northwest Territories,Northwest Territories,Consumer,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.78,41151
2999,21607,40983,Not Specified,17,618.9,0.09,Regular Air,54.92,36.55,13.89,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Wrap Bag,0.41,40985
3300,23584,40980,Critical,14,2671.21,0.06,Delivery Truck,636.18,200.97,15.59,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,0.36,40982
3478,24743,41088,Low,47,9633.59,0.06,Delivery Truck,176.67,216.6,64.2,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,0.59,41095
3479,24743,41088,Low,26,3758.77,0,Regular Air,753.61,140.81,24.49,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,41093
3560,25377,41239,Low,3,4343.51,0.09,Delivery Truck,-3755.0331,1500.97,29.7,Don Jones,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Epson DFX5000+ Dot Matrix Printer,Jumbo Drum,0.57,41246
3602,25733,41041,Low,24,557.23,0.09,Regular Air,-42.987,24.92,12.98,Eugene Barchas,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,41046
3604,25767,40971,High,7,261.88,0.08,Regular Air,-59.2,39.48,1.99,Ann Chong,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,40971
3605,25767,40971,High,15,593.73,0.04,Regular Air,108.01,38.76,13.26,Ann Chong,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1892,Small Box,0.36,40972
3649,26116,41211,Critical,36,697.41,0.04,Regular Air,81.71,18.97,9.03,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,41212
3666,26272,41089,Low,6,905.94,0.04,Express Air,-4.19,140.81,24.49,Carlos Daly,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,41098
3805,27109,40947,Critical,48,538.22,0.01,Regular Air,-154.66,10.97,6.5,Barry French,Northwest Territories,Northwest Territories,Consumer,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,0.64,40949
3841,27392,40970,Low,37,5753.85,0,Regular Air,2509.52,150.98,13.99,Frank Price,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,40979
3914,27909,40946,Critical,1,62.26,0.09,Regular Air,-23.24,54.96,10.75,Monica Federle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1940,Small Box,0.36,40948
3915,27909,40946,Critical,47,58.53,0.07,Regular Air,-24.86,1.26,0.7,Monica Federle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.81,40949
3952,28165,41099,Not Specified,2,24.96,0.05,Regular Air,-12.7995,10.91,2.99,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D® Binders,Small Box,0.38,41101
4051,28871,41014,High,10,55.02,0.08,Regular Air,-56.12,5.02,5.14,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79,41014
4075,29030,40910,Medium,10,192.58,0.05,Regular Air,24.6,19.84,4.1,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44,40911
4202,29861,41024,Critical,11,35.17,0.03,Regular Air,5.58,3.08,0.99,Brad Eason,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Labels,Avery 481,Small Box,0.37,41025
4390,31270,41236,Medium,21,6806.66,0,Delivery Truck,801.72,299.05,87.01,Michelle Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Global Comet™ Stacking Armless Chair,Jumbo Drum,0.57,41237
4391,31270,41236,Medium,3,891.61,0.1,Delivery Truck,-328.36,291.73,48.8,Michelle Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Jumbo Drum,0.56,41238
4392,31270,41236,Medium,5,165.04,0.03,Regular Air,-112.44,30.42,8.65,Michelle Lonsdale,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,41238
4404,31393,41040,Critical,4,97.57,0.04,Regular Air,-27.31,19.94,14.87,Cindy Schnelling,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,0.57,41041
4405,31393,41040,Critical,31,110.32,0.09,Regular Air,-32.65,3.68,1.32,Cindy Schnelling,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,41042
4446,31684,41168,Critical,15,89.97,0.02,Regular Air,23.48,5.68,1.46,Susan Vittorini,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Wrap Bag,0.39,41171
4447,31684,41168,Critical,28,456.91,0.04,Express Air,-328.18,15.51,17.78,Susan Vittorini,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",Small Box,0.59,41170
4656,33159,41026,Medium,3,56.695,0.01,Regular Air,-70.972,20.99,0.99,Cindy Schnelling,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory21,Wrap Bag,0.37,41028
4659,33186,41149,Low,24,1350.531,0.01,Regular Air,221.184,65.99,5.26,Don Jones,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,8860,Small Box,0.56,41151
4691,33444,41188,Medium,11,30.51,0.09,Regular Air,-17.68,2.6,2.4,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,12 Colored Short Pencils,Wrap Bag,0.58,41189
4692,33444,41188,Medium,8,127.8,0.07,Regular Air,-30.48,14.97,7.51,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Pizazz® Global Quick File™,Small Box,0.57,41190
5138,36644,41042,High,24,2298.32,0.06,Regular Air,218.72,99.99,19.99,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Small Box,0.5,41043
5236,37253,41153,High,46,1184.32,0.09,Regular Air,-99.55,26.31,5.89,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,41153
5286,37634,41050,Medium,32,368.18,0.07,Regular Air,-36.78,12.21,4.81,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.58,41051
5472,38884,41138,High,47,256,0.03,Regular Air,-119.84,5.28,5.66,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,41139
5473,38884,41138,High,20,6067.76,0.06,Delivery Truck,-98.046,296.18,54.12,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,41139
5559,39364,41222,High,29,2754.93,0.06,Regular Air,-1.33,92.23,39.61,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box,0.67,41223
5560,39364,41222,High,15,19417.55,0.03,Regular Air,8417.567,1270.99,19.99,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Small Box,0.35,41224
5662,40067,40956,Low,38,2157.3085,0,Regular Air,519.246,65.99,5.31,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,3390,Small Box,0.57,40958
5675,40132,40962,Low,26,1363,0.04,Delivery Truck,149.83,50.98,14.19,Hunter Glantz,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,40968
5676,40132,40962,Low,36,4698.5,0.04,Delivery Truck,-219.375,124.49,51.94,Hunter Glantz,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,40968
5677,40132,40962,Low,16,347.47,0.09,Regular Air,-86.204,22.38,15.1,Hunter Glantz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,40970
5790,41063,41234,Low,22,483.96,0.01,Regular Air,-34.09,21.38,8.99,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59,41236
5791,41063,41234,Low,10,308.363,0.04,Regular Air,42.273,35.99,0.99,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,Accessory31,Small Pack,0.35,41241
5792,41063,41234,Low,26,1911.4035,0.06,Regular Air,822.888,85.99,1.25,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,41241
6009,42564,41164,Low,35,7468.86,0.02,Delivery Truck,2155.41,200.98,23.76,Mike Pelletier,Northwest Territories,Northwest Territories,Small Business,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.58,41171
6082,43109,41264,Critical,19,281.84,0.06,Regular Air,-21.85,15.01,8.4,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.39,41265
6083,43109,41264,Critical,25,509.52,0.05,Regular Air,-145.78,20.97,6.5,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,41265
6084,43109,41264,Critical,10,97.02,0.06,Regular Air,-3.96,10.01,1.99,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,TDK 4.7GB DVD-R,Small Pack,0.41,41265
6097,43203,40953,Not Specified,32,225.16,0.02,Regular Air,-33.69,6.68,5.2,Susan Vittorini,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Xerox 1977,Small Box,0.37,40955
6125,43364,41006,High,21,524.2,0.04,Regular Air,158.98,23.99,6.71,Susan Vittorini,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,0.35,41009
6226,44071,41014,Not Specified,19,110.67,0.08,Regular Air,-43.746,5.99,4.92,Frank Price,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,"DXL™ Angle-View Binders with Locking Rings, Black",Small Box,0.38,41015
6227,44071,41014,Not Specified,20,1163.123,0,Regular Air,83.835,65.99,8.99,Frank Price,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,8260,Small Box,0.58,41015
6330,44839,41071,Critical,27,899.97,0.09,Express Air,-246.3,33.98,19.99,Julia West,Northwest Territories,Northwest Territories,Consumer,Furniture,Office Furnishings,"Linden® 12"" Wall Clock With Oak Frame",Small Box,0.55,41073
6402,45440,41130,Critical,5,748.29,0.02,Delivery Truck,-183.6,135.99,28.63,Michelle Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Global Deluxe High-Back Office Chair in Storm,Jumbo Drum,0.76,41132
6591,46912,41090,Low,5,294,0,Regular Air,181.53,54.74,14.83,Joy Bell,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",Small Box,0.54,41090
6692,47620,41086,Low,27,302.2,0.04,Regular Air,20.27,10.98,3.37,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,41095
7087,50565,41151,High,43,683.46,0.09,Regular Air,-138.82,16.98,12.39,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Small Box,0.35,41151
7136,50914,41093,Critical,49,8551.544,0.03,Regular Air,2763.126,195.99,8.99,Carlos Daly,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,A1228,Small Box,0.58,41093
7285,51970,40919,Not Specified,1,171.71,0.06,Delivery Truck,-343.4673,115.99,56.14,Allen Rosenblatt,Northwest Territories,Northwest Territories,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4,40921
7453,53156,40978,Not Specified,47,186.93,0.07,Regular Air,56.44,4.13,0.99,Bryan Davis,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Avery 491,Small Box,0.39,40979
7548,53990,41214,Not Specified,44,4263.9315,0.04,Regular Air,1411.029,110.99,2.5,Carlos Daly,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,T18,Small Box,0.57,41215
7730,55366,41192,Critical,7,387.17,0.1,Regular Air,-204.65,55.94,6.55,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Small Box,0.68,41193
7894,56453,41010,Critical,1,2728.65,0,Delivery Truck,-5572.3935,2550.14,29.7,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum,0.57,41011
8073,57600,41224,Critical,32,1882.12,0.05,Regular Air,584.1455,59.78,10.29,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,Small Box,0.39,41226
8074,57600,41224,Critical,44,186.94,0.05,Regular Air,85.81,4.13,0.5,Grant Carroll,Prince Edward Island,Atlantic,Small Business,Office Supplies,Labels,Avery 506,Small Box,0.39,41226
8075,57600,41224,Critical,12,407.2,0.01,Regular Air,-8.42,30.98,17.08,Grant Carroll,Prince Edward Island,Atlantic,Small Business,Office Supplies,Paper,Xerox 197,Small Box,0.4,41226
8162,58368,41099,High,4,14.23,0,Regular Air,-4.43,2.08,5.33,Doug Bickford,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,0.43,41101
8163,58368,41099,High,39,272.07,0.02,Regular Air,-206.46,6.48,9.54,Doug Bickford,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Xerox 1905,Small Box,0.37,41100
8164,58368,41099,High,5,325.43,0.09,Express Air,-76.11,64.98,6.88,Doug Bickford,Prince Edward Island,Atlantic,Corporate,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73,41099
8282,59202,41160,Medium,7,83.81,0.09,Regular Air,21.92,12.53,0.5,Andrew Gjertsen,Prince Edward Island,Atlantic,Consumer,Office Supplies,Labels,Avery 485,Small Box,0.38,41160
8283,59202,41160,Medium,36,218.81,0.03,Regular Air,7.45,5.85,2.27,Andrew Gjertsen,Prince Edward Island,Atlantic,Consumer,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,0.56,41161
8294,59234,41119,Low,32,5686.25,0.04,Regular Air,2109.21,177.98,0.99,Michelle Lonsdale,Prince Edward Island,Atlantic,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,Small Box,0.56,41123
8295,59234,41119,Low,16,797.24,0.04,Delivery Truck,11.46,50.98,14.19,Michelle Lonsdale,Prince Edward Island,Atlantic,Corporate,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,41124
8314,59395,41021,Critical,20,963.3,0.06,Express Air,367.12,48.04,7.23,Cari Schnelling,Prince Edward Island,Atlantic,Small Business,Office Supplies,Paper,Xerox 1885,Small Box,0.37,41023
8333,59558,41106,Not Specified,34,94.56,0,Regular Air,37.73,2.61,0.5,Henry Goldwyn,Prince Edward Island,Atlantic,Small Business,Office Supplies,Labels,Avery 479,Small Box,0.39,41109
8337,59585,41174,High,45,712.04,0.07,Regular Air,-110.925,15.99,9.4,Edward Hooks,Prince Edward Island,Atlantic,Consumer,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",Small Box,0.49,41175
180,1187,41232,Medium,14,222.91,0.05,Regular Air,20.21,15.98,4,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37,41233
510,3521,41207,Low,50,204.11,0.06,Regular Air,28.71,4.28,0.94,Giulietta Baptist,Prince Edward Island,Atlantic,Home Office,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,0.56,41209
